department,code,title,description,credit_hours,prerequisites
Curriculum and Instruction,CUIN 3178,Practice,Advanced exploration of practice covering current research and industry practices.,3,CUIN 2850 and junior standing
Curriculum and Instruction,CUIN 3052,Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,3,CUIN 2701 and junior standing
Curriculum and Instruction,CUIN 3075,Advanced Research,Advanced exploration of research covering current research and industry practices.,4,CUIN 2139 and junior standing
Curriculum and Instruction,CUIN 4159,Special Topics in Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,3,CUIN 3832 and senior standing
Educational Psychology,EPSY 1289,Principles of Research Methods,In-depth analysis of research methods principles. Students will develop critical thinking and problem-solving skills.,3,None
Educational Psychology,EPSY 1047,Introduction to Social Psychology,Fundamental concepts and applications of social psychology. Designed for students pursuing careers in related fields.,3,None
Educational Psychology,EPSY 2077,Statistics,Advanced exploration of statistics covering current research and industry practices.,4,EPSY 1651 or equivalent
Educational Psychology,EPSY 2130,Research Methods,Comprehensive study of research methods with emphasis on theoretical foundations and practical applications.,3,EPSY 1526 or equivalent
Educational Psychology,EPSY 3147,Advanced Social Psychology,Comprehensive study of social psychology with emphasis on theoretical foundations and practical applications.,4,EPSY 2993 and junior standing
Educational Psychology,EPSY 3977,Social Psychology,Advanced exploration of social psychology covering current research and industry practices.,3,EPSY 2519 and junior standing
Educational Psychology,EPSY 3822,Learning,Examination of key concepts and methodologies in learning. Includes hands-on experience and case studies.,3,EPSY 2342 and junior standing
Educational Psychology,EPSY 4643,Special Topics in Social Psychology,In-depth analysis of social psychology principles. Students will develop critical thinking and problem-solving skills.,3,EPSY 3807 and senior standing
Educational Psychology,EPSY 4426,Special Topics in Abnormal Psychology,Examination of key concepts and methodologies in abnormal psychology. Includes hands-on experience and case studies.,3,EPSY 3957 and senior standing
Health and Human Performance,HHPA 1781,Principles of Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,3,None
Health and Human Performance,HHPA 1531,Introduction to Research,Advanced exploration of research covering current research and industry practices.,3,None
Health and Human Performance,HHPA 2934,Applied Analysis,In-depth analysis of analysis principles. Students will develop critical thinking and problem-solving skills.,4,HHPA 1873 or equivalent
Health and Human Performance,HHPA 2932,Methods,Advanced exploration of methods covering current research and industry practices.,3,HHPA 1300 or equivalent
Health and Human Performance,HHPA 3265,Practice,Examination of key concepts and methodologies in practice. Includes hands-on experience and case studies.,3,HHPA 2364 and junior standing
Health and Human Performance,HHPA 3629,Theory,Advanced exploration of theory covering current research and industry practices.,3,HHPA 2370 and junior standing
Health and Human Performance,HHPA 3100,Advanced Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,2,HHPA 2033 and junior standing
Health and Human Performance,HHPA 4015,Advanced Applications,Advanced exploration of applications covering current research and industry practices.,3,HHPA 3713 and senior standing
Health and Human Performance,HHPA 4571,Special Topics in Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,3,HHPA 3025 and senior standing
Health and Human Performance,HHPA 4129,Special Topics in Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,3,HHPA 3990 and senior standing
Health and Human Performance,HHPA 6172,Senior Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,4,HHPA 3979 and senior standing
Health and Human Performance,HHPA 6521,Advanced Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,4,HHPA 3787 and senior standing
Health and Human Performance,HHPA 7987,Special Topics in Research,Advanced exploration of research covering current research and industry practices.,3,HHPA 3885 and senior standing
Health and Human Performance,HHPA 6888,Special Topics in Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,3,HHPA 3203 and senior standing
Architecture,ARCH 1826,Fundamentals of Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,3,None
Architecture,ARCH 1584,Fundamentals of Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,3,None
Architecture,ARCH 2161,Intermediate Applications,Advanced exploration of applications covering current research and industry practices.,3,ARCH 1909 or equivalent
Architecture,ARCH 2907,Applied Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,3,ARCH 1080 or equivalent
Architecture,ARCH 3770,Advanced Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,3,ARCH 2872 and junior standing
Architecture,ARCH 3611,Advanced Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,3,ARCH 2858 and junior standing
Architecture,ARCH 3885,Advanced Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,2,ARCH 2643 and junior standing
Architecture,ARCH 4076,Senior Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,3,ARCH 3518 and senior standing
Architecture,ARCH 4066,Advanced Theory,In-depth analysis of theory principles. Students will develop critical thinking and problem-solving skills.,2,ARCH 3970 and senior standing
Architecture,ARCH 4876,Advanced Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,ARCH 3718 and senior standing
Architecture,ARCH 7719,Senior Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,3,ARCH 3341 and senior standing
Architecture,ARCH 7672,Special Topics in Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,2,ARCH 3471 and senior standing
Industrial Design,IDES 1713,Principles of Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,3,None
Industrial Design,IDES 1950,Introduction to Research,Comprehensive study of research with emphasis on theoretical foundations and practical applications.,3,None
Industrial Design,IDES 2342,Applied Applications,In-depth analysis of applications principles. Students will develop critical thinking and problem-solving skills.,3,IDES 1529 or equivalent
Industrial Design,IDES 2847,Intermediate Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,IDES 1013 or equivalent
Industrial Design,IDES 3345,Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,4,IDES 2384 and junior standing
Industrial Design,IDES 3698,Theory,Advanced exploration of theory covering current research and industry practices.,1,IDES 2524 and junior standing
Industrial Design,IDES 3603,Advanced Practice,Advanced exploration of practice covering current research and industry practices.,3,IDES 2446 and junior standing
Industrial Design,IDES 4451,Special Topics in Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,3,IDES 3955 and senior standing
Industrial Design,IDES 4743,Senior Research,Advanced exploration of research covering current research and industry practices.,1,IDES 3810 and senior standing
Industrial Design,IDES 4827,Advanced Practice,Advanced exploration of practice covering current research and industry practices.,3,IDES 3615 and senior standing
Industrial Design,IDES 6549,Senior Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,3,IDES 3649 and senior standing
Industrial Design,IDES 7772,Advanced Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,3,IDES 3807 and senior standing
Industrial Design,IDES 7356,Senior Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,IDES 3957 and senior standing
Pharmaceutical Sciences,PHAR 1022,Fundamentals of Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,3,None
Pharmaceutical Sciences,PHAR 1310,Fundamentals of Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,3,None
Pharmaceutical Sciences,PHAR 2578,Analysis,In-depth analysis of analysis principles. Students will develop critical thinking and problem-solving skills.,3,PHAR 1112 or equivalent
Pharmaceutical Sciences,PHAR 2320,Applied Analysis,In-depth analysis of analysis principles. Students will develop critical thinking and problem-solving skills.,3,PHAR 1936 or equivalent
Pharmaceutical Sciences,PHAR 3712,Advanced Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,3,PHAR 2874 and junior standing
Pharmaceutical Sciences,PHAR 3747,Advanced Analysis,In-depth analysis of analysis principles. Students will develop critical thinking and problem-solving skills.,3,PHAR 2782 and junior standing
Pharmaceutical Sciences,PHAR 3023,Advanced Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,3,PHAR 2766 and junior standing
Pharmaceutical Sciences,PHAR 4519,Special Topics in Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,PHAR 3444 and senior standing
Pharmaceutical Sciences,PHAR 4582,Advanced Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,3,PHAR 3848 and senior standing
Pharmaceutical Sciences,PHAR 4523,Senior Methods,Advanced exploration of methods covering current research and industry practices.,2,PHAR 3810 and senior standing
Pharmaceutical Sciences,PHAR 7590,Senior Applications,Advanced exploration of applications covering current research and industry practices.,3,PHAR 3342 and senior standing
Pharmaceutical Sciences,PHAR 7798,Senior Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,1,PHAR 3942 and senior standing
Pharmaceutical Sciences,PHAR 6409,Senior Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,3,PHAR 3374 and senior standing
Pharmaceutical Sciences,PHAR 6058,Advanced Analysis,Examination of key concepts and methodologies in analysis. Includes hands-on experience and case studies.,3,PHAR 3157 and senior standing
Pharmaceutical Sciences,PHAR 6433,Special Topics in Practice,Advanced exploration of practice covering current research and industry practices.,3,PHAR 3077 and senior standing
Pharmacology,PHAR 1330,Principles of Theory,Advanced exploration of theory covering current research and industry practices.,4,None
Pharmacology,PHAR 1663,Fundamentals of Methods,Advanced exploration of methods covering current research and industry practices.,3,None
Pharmacology,PHAR 2513,Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,3,PHAR 1945 or equivalent
Pharmacology,PHAR 2244,Applied Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,2,PHAR 1331 or equivalent
Pharmacology,PHAR 3525,Advanced Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,PHAR 2348 and junior standing
Pharmacology,PHAR 3261,Applications,In-depth analysis of applications principles. Students will develop critical thinking and problem-solving skills.,3,PHAR 2258 and junior standing
Pharmacology,PHAR 3370,Advanced Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,3,PHAR 2204 and junior standing
Pharmacology,PHAR 4096,Special Topics in Theory,In-depth analysis of theory principles. Students will develop critical thinking and problem-solving skills.,2,PHAR 3795 and senior standing
Pharmacology,PHAR 4787,Special Topics in Practice,Advanced exploration of practice covering current research and industry practices.,3,PHAR 3981 and senior standing
Pharmacology,PHAR 4800,Special Topics in Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,2,PHAR 3128 and senior standing
Pharmacology,PHAR 6767,Special Topics in Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,3,PHAR 3399 and senior standing
Pharmacology,PHAR 6664,Advanced Analysis,In-depth analysis of analysis principles. Students will develop critical thinking and problem-solving skills.,3,PHAR 3125 and senior standing
Pharmacology,PHAR 7814,Senior Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,3,PHAR 3842 and senior standing
Pharmacology,PHAR 7450,Senior Analysis,Advanced exploration of analysis covering current research and industry practices.,3,PHAR 3803 and senior standing
Optometry,OPTO 1667,Fundamentals of Applications,Advanced exploration of applications covering current research and industry practices.,3,None
Optometry,OPTO 1035,Fundamentals of Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,3,None
Optometry,OPTO 2728,Theory,Advanced exploration of theory covering current research and industry practices.,3,OPTO 1053 or equivalent
Optometry,OPTO 2748,Applied Methods,Advanced exploration of methods covering current research and industry practices.,4,OPTO 1564 or equivalent
Optometry,OPTO 3069,Research,Comprehensive study of research with emphasis on theoretical foundations and practical applications.,3,OPTO 2106 and junior standing
Optometry,OPTO 3306,Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,4,OPTO 2111 and junior standing
Optometry,OPTO 3103,Advanced Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,3,OPTO 2788 and junior standing
Optometry,OPTO 4668,Special Topics in Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,3,OPTO 3951 and senior standing
Optometry,OPTO 4386,Senior Applications,In-depth analysis of applications principles. Students will develop critical thinking and problem-solving skills.,3,OPTO 3877 and senior standing
Optometry,OPTO 4257,Special Topics in Analysis,Advanced exploration of analysis covering current research and industry practices.,1,OPTO 3466 and senior standing
Social Work,SOCW 1796,Fundamentals of Practice,Advanced exploration of practice covering current research and industry practices.,3,None
Social Work,SOCW 1170,Fundamentals of Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,3,None
Social Work,SOCW 2034,Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,4,SOCW 1173 or equivalent
Social Work,SOCW 2413,Applied Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,3,SOCW 1760 or equivalent
Social Work,SOCW 3274,Research,Advanced exploration of research covering current research and industry practices.,3,SOCW 2295 and junior standing
Social Work,SOCW 3489,Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,3,SOCW 2515 and junior standing
Social Work,SOCW 3115,Advanced Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,3,SOCW 2167 and junior standing
Social Work,SOCW 4328,Advanced Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,3,SOCW 3898 and senior standing
Social Work,SOCW 4012,Advanced Applications,In-depth analysis of applications principles. Students will develop critical thinking and problem-solving skills.,4,SOCW 3831 and senior standing
Social Work,SOCW 4456,Special Topics in Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,4,SOCW 3260 and senior standing
Social Work,SOCW 6520,Special Topics in Practice,Fundamental concepts and applications of practice. Designed for students pursuing careers in related fields.,3,SOCW 3264 and senior standing
Social Work,SOCW 6402,Senior Practice,Advanced exploration of practice covering current research and industry practices.,3,SOCW 3660 and senior standing
Social Work,SOCW 6589,Senior Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,3,SOCW 3380 and senior standing
Hotel and Restaurant Management,HRMA 1854,Principles of Applications,Advanced exploration of applications covering current research and industry practices.,3,None
Hotel and Restaurant Management,HRMA 1762,Introduction to Research,Comprehensive study of research with emphasis on theoretical foundations and practical applications.,4,None
Hotel and Restaurant Management,HRMA 2417,Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,3,HRMA 1039 or equivalent
Hotel and Restaurant Management,HRMA 2112,Intermediate Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,3,HRMA 1298 or equivalent
Hotel and Restaurant Management,HRMA 3111,Applications,In-depth analysis of applications principles. Students will develop critical thinking and problem-solving skills.,3,HRMA 2679 and junior standing
Hotel and Restaurant Management,HRMA 3790,Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,3,HRMA 2589 and junior standing
Hotel and Restaurant Management,HRMA 3848,Methods,Advanced exploration of methods covering current research and industry practices.,4,HRMA 2515 and junior standing
Hotel and Restaurant Management,HRMA 4522,Senior Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,1,HRMA 3607 and senior standing
Hotel and Restaurant Management,HRMA 4625,Special Topics in Analysis,Examination of key concepts and methodologies in analysis. Includes hands-on experience and case studies.,4,HRMA 3069 and senior standing
Hotel and Restaurant Management,HRMA 4137,Advanced Analysis,Advanced exploration of analysis covering current research and industry practices.,3,HRMA 3095 and senior standing
Hotel and Restaurant Management,HRMA 7812,Special Topics in Practice,Advanced exploration of practice covering current research and industry practices.,3,HRMA 3474 and senior standing
Hotel and Restaurant Management,HRMA 6131,Special Topics in Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,3,HRMA 3070 and senior standing
Hotel and Restaurant Management,HRMA 7624,Advanced Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,4,HRMA 3013 and senior standing
Hotel and Restaurant Management,HRMA 7019,Special Topics in Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,HRMA 3027 and senior standing
Hotel and Restaurant Management,HRMA 6086,Senior Theory,In-depth analysis of theory principles. Students will develop critical thinking and problem-solving skills.,3,HRMA 3032 and senior standing
Nursing,NURS 1501,Fundamentals of Applications,In-depth analysis of applications principles. Students will develop critical thinking and problem-solving skills.,3,None
Nursing,NURS 1247,Fundamentals of Applications,In-depth analysis of applications principles. Students will develop critical thinking and problem-solving skills.,3,None
Nursing,NURS 2184,Methods,Advanced exploration of methods covering current research and industry practices.,3,NURS 1051 or equivalent
Nursing,NURS 2291,Analysis,Advanced exploration of analysis covering current research and industry practices.,2,NURS 1328 or equivalent
Nursing,NURS 3596,Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,3,NURS 2758 and junior standing
Nursing,NURS 3907,Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,3,NURS 2426 and junior standing
Nursing,NURS 3893,Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,3,NURS 2997 and junior standing
Nursing,NURS 4389,Special Topics in Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,NURS 3049 and senior standing
Nursing,NURS 4309,Special Topics in Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,3,NURS 3773 and senior standing
Nursing,NURS 4776,Senior Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,3,NURS 3860 and senior standing
Nursing,NURS 6953,Advanced Analysis,Examination of key concepts and methodologies in analysis. Includes hands-on experience and case studies.,3,NURS 3197 and senior standing
Nursing,NURS 7057,Special Topics in Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,4,NURS 3033 and senior standing
Nursing,NURS 7357,Advanced Research,Advanced exploration of research covering current research and industry practices.,3,NURS 3122 and senior standing
Nursing,NURS 7464,Advanced Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,3,NURS 3495 and senior standing
Medical Sciences,MEDS 1615,Introduction to Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,3,None
Medical Sciences,MEDS 1796,Principles of Practice,Fundamental concepts and applications of practice. Designed for students pursuing careers in related fields.,2,None
Medical Sciences,MEDS 2809,Applied Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,2,MEDS 1845 or equivalent
Medical Sciences,MEDS 2202,Intermediate Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,4,MEDS 1672 or equivalent
Medical Sciences,MEDS 3742,Applications,In-depth analysis of applications principles. Students will develop critical thinking and problem-solving skills.,3,MEDS 2816 and junior standing
Medical Sciences,MEDS 3361,Advanced Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,MEDS 2426 and junior standing
Medical Sciences,MEDS 3762,Practice,Advanced exploration of practice covering current research and industry practices.,3,MEDS 2915 and junior standing
Medical Sciences,MEDS 4887,Special Topics in Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,3,MEDS 3222 and senior standing
Public Affairs,PUAD 1014,Fundamentals of Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,3,None
Public Affairs,PUAD 1665,Principles of Theory,Examination of key concepts and methodologies in theory. Includes hands-on experience and case studies.,3,None
Public Affairs,PUAD 2803,Research,Comprehensive study of research with emphasis on theoretical foundations and practical applications.,3,PUAD 1421 or equivalent
Public Affairs,PUAD 2692,Intermediate Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,3,PUAD 1079 or equivalent
Public Affairs,PUAD 3818,Advanced Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,3,PUAD 2821 and junior standing
Public Affairs,PUAD 3110,Advanced Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,PUAD 2256 and junior standing
Public Affairs,PUAD 3336,Analysis,Examination of key concepts and methodologies in analysis. Includes hands-on experience and case studies.,3,PUAD 2108 and junior standing
Public Affairs,PUAD 4931,Special Topics in Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,PUAD 3752 and senior standing
Public Affairs,PUAD 4642,Special Topics in Analysis,In-depth analysis of analysis principles. Students will develop critical thinking and problem-solving skills.,3,PUAD 3149 and senior standing
Public Affairs,PUAD 4289,Senior Research,Comprehensive study of research with emphasis on theoretical foundations and practical applications.,3,PUAD 3808 and senior standing
Public Affairs,PUAD 7048,Advanced Analysis,Examination of key concepts and methodologies in analysis. Includes hands-on experience and case studies.,3,PUAD 3658 and senior standing
Public Affairs,PUAD 7675,Special Topics in Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,3,PUAD 3943 and senior standing
Public Affairs,PUAD 7636,Advanced Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,3,PUAD 3683 and senior standing
Public Affairs,PUAD 6030,Special Topics in Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,1,PUAD 3635 and senior standing
Public Affairs,PUAD 7997,Advanced Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,3,PUAD 3067 and senior standing
Women's Studies,WOMS 1837,Principles of Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,3,None
Women's Studies,WOMS 1930,Fundamentals of Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,3,None
Women's Studies,WOMS 2909,Intermediate Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,WOMS 1716 or equivalent
Women's Studies,WOMS 2459,Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,3,WOMS 1437 or equivalent
Women's Studies,WOMS 3010,Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,3,WOMS 2433 and junior standing
Women's Studies,WOMS 3999,Theory,Comprehensive study of theory with emphasis on theoretical foundations and practical applications.,2,WOMS 2013 and junior standing
Women's Studies,WOMS 3718,Advanced Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,3,WOMS 2601 and junior standing
Women's Studies,WOMS 4437,Special Topics in Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,3,WOMS 3694 and senior standing
Women's Studies,WOMS 4581,Advanced Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,WOMS 3064 and senior standing
Women's Studies,WOMS 4082,Advanced Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,3,WOMS 3508 and senior standing
Women's Studies,WOMS 6245,Special Topics in Practice,Fundamental concepts and applications of practice. Designed for students pursuing careers in related fields.,3,WOMS 3638 and senior standing
African American Studies,AFAS 1238,Fundamentals of Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,4,None
African American Studies,AFAS 1854,Principles of Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,None
African American Studies,AFAS 2637,Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,3,AFAS 1788 or equivalent
African American Studies,AFAS 2748,Applied Applications,In-depth analysis of applications principles. Students will develop critical thinking and problem-solving skills.,4,AFAS 1546 or equivalent
African American Studies,AFAS 3377,Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,AFAS 2101 and junior standing
African American Studies,AFAS 3936,Advanced Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,3,AFAS 2054 and junior standing
African American Studies,AFAS 3567,Advanced Practice,Fundamental concepts and applications of practice. Designed for students pursuing careers in related fields.,3,AFAS 2390 and junior standing
African American Studies,AFAS 4796,Special Topics in Research,Advanced exploration of research covering current research and industry practices.,3,AFAS 3551 and senior standing
African American Studies,AFAS 4799,Advanced Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,3,AFAS 3553 and senior standing
Mexican American Studies,MAST 1214,Introduction to Theory,Comprehensive study of theory with emphasis on theoretical foundations and practical applications.,3,None
Mexican American Studies,MAST 1111,Introduction to Theory,Comprehensive study of theory with emphasis on theoretical foundations and practical applications.,3,None
Mexican American Studies,MAST 2620,Intermediate Analysis,Advanced exploration of analysis covering current research and industry practices.,3,MAST 1498 or equivalent
Mexican American Studies,MAST 2195,Theory,In-depth analysis of theory principles. Students will develop critical thinking and problem-solving skills.,1,MAST 1287 or equivalent
Mexican American Studies,MAST 3386,Research,Comprehensive study of research with emphasis on theoretical foundations and practical applications.,1,MAST 2490 and junior standing
Mexican American Studies,MAST 3471,Advanced Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,2,MAST 2819 and junior standing
Mexican American Studies,MAST 3316,Advanced Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,3,MAST 2383 and junior standing
Mexican American Studies,MAST 4023,Special Topics in Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,4,MAST 3392 and senior standing
Mexican American Studies,MAST 4524,Special Topics in Applications,Advanced exploration of applications covering current research and industry practices.,3,MAST 3430 and senior standing
Mexican American Studies,MAST 4060,Senior Analysis,Advanced exploration of analysis covering current research and industry practices.,4,MAST 3050 and senior standing
Mexican American Studies,MAST 7951,Senior Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,3,MAST 3859 and senior standing
Mexican American Studies,MAST 6772,Special Topics in Research,Advanced exploration of research covering current research and industry practices.,3,MAST 3080 and senior standing
Religious Studies,RELS 1151,Principles of Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,3,None
Religious Studies,RELS 1294,Introduction to Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,4,None
Religious Studies,RELS 2053,Applied Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,RELS 1097 or equivalent
Religious Studies,RELS 2702,Applied Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,3,RELS 1403 or equivalent
Religious Studies,RELS 3742,Advanced Practice,Examination of key concepts and methodologies in practice. Includes hands-on experience and case studies.,3,RELS 2762 and junior standing
Religious Studies,RELS 3291,Advanced Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,3,RELS 2846 and junior standing
Religious Studies,RELS 3276,Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,RELS 2913 and junior standing
Religious Studies,RELS 4295,Advanced Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,RELS 3418 and senior standing
Religious Studies,RELS 4031,Special Topics in Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,3,RELS 3800 and senior standing
Religious Studies,RELS 4445,Senior Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,3,RELS 3827 and senior standing
Environmental Science,ENVS 1101,Fundamentals of Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,None
Environmental Science,ENVS 1660,Introduction to Analysis,In-depth analysis of analysis principles. Students will develop critical thinking and problem-solving skills.,3,None
Environmental Science,ENVS 2344,Theory,Advanced exploration of theory covering current research and industry practices.,3,ENVS 1584 or equivalent
Environmental Science,ENVS 2413,Applied Research,Comprehensive study of research with emphasis on theoretical foundations and practical applications.,3,ENVS 1112 or equivalent
Environmental Science,ENVS 3561,Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,ENVS 2515 and junior standing
Environmental Science,ENVS 3894,Advanced Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,3,ENVS 2489 and junior standing
Environmental Science,ENVS 3874,Theory,In-depth analysis of theory principles. Students will develop critical thinking and problem-solving skills.,3,ENVS 2215 and junior standing
Environmental Science,ENVS 4498,Senior Theory,Comprehensive study of theory with emphasis on theoretical foundations and practical applications.,3,ENVS 3373 and senior standing
Environmental Science,ENVS 4341,Senior Theory,Advanced exploration of theory covering current research and industry practices.,3,ENVS 3172 and senior standing
Environmental Science,ENVS 4699,Special Topics in Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,3,ENVS 3051 and senior standing
Environmental Science,ENVS 7999,Advanced Theory,Examination of key concepts and methodologies in theory. Includes hands-on experience and case studies.,3,ENVS 3568 and senior standing
