department,code,title,description,credit_hours,prerequisites
Sociology,SOCI 135,Introduction to Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,2,None
Sociology,SOCI 179,Introduction to Practice,Fundamental concepts and applications of practice. Designed for students pursuing careers in related fields.,3,None
Sociology,SOCI 219,Intermediate Theory,Rigorous treatment of theory theory and applications with emphasis on research methodology.,2,SOCI 110 or equivalent
Sociology,SOCI 209,Intermediate Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,4,SOCI 148 or equivalent
Sociology,SOCI 373,Advanced Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,3,SOCI 287 and junior standing
Sociology,SOCI 383,Seminar,Interdisciplinary approach to seminar combining theoretical knowledge with practical problem-solving.,4,SOCI 265 and junior standing
Sociology,SOCI 344,Workshop,In-depth analysis of workshop principles. Students will develop critical thinking and problem-solving skills.,3,SOCI 214 and junior standing
Sociology,SOCI 408,Special Topics in Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,4,SOCI 389 and senior standing or graduate status
Architecture,ARCH 158,Fundamentals of Urban Planning,Examination of key concepts and methodologies in urban planning. Includes hands-on experience and case studies.,3,None
Architecture,ARCH 139,Introduction to Urban Planning,In-depth analysis of urban planning principles. Students will develop critical thinking and problem-solving skills.,2,None
Architecture,ARCH 275,Applied Urban Planning,Examination of key concepts and methodologies in urban planning. Includes hands-on experience and case studies.,4,ARCH 118 or equivalent
Architecture,ARCH 232,Architectural History,Rigorous treatment of architectural history theory and applications with emphasis on research methodology.,3,ARCH 164 or equivalent
Architecture,ARCH 303,Design Studio,Rigorous treatment of design studio theory and applications with emphasis on research methodology.,3,ARCH 257 and junior standing
Architecture,ARCH 376,Advanced Sustainability,In-depth analysis of sustainability principles. Students will develop critical thinking and problem-solving skills.,1,ARCH 251 and junior standing
Architecture,ARCH 358,Building Technology,Rigorous treatment of building technology theory and applications with emphasis on research methodology.,2,ARCH 274 and junior standing
Architecture,ARCH 466,Graduate Digital Design,In-depth analysis of digital design principles. Students will develop critical thinking and problem-solving skills.,3,ARCH 391 and senior standing or graduate status
Architecture,ARCH 433,Graduate Digital Design,Fundamental concepts and applications of digital design. Designed for students pursuing careers in related fields.,3,ARCH 315 and senior standing or graduate status
Architecture,ARCH 495,Advanced Architectural History,Advanced exploration of architectural history covering current research and industry practices.,3,ARCH 359 and senior standing or graduate status
Architecture,ARCH 740,Special Topics in Architectural History,Rigorous treatment of architectural history theory and applications with emphasis on research methodology.,3,ARCH 300 and senior standing or graduate status
Architecture,ARCH 522,Graduate Design Studio,Fundamental concepts and applications of design studio. Designed for students pursuing careers in related fields.,3,ARCH 300 and senior standing or graduate status
Music,MUSI 149,Principles of Music Theory,In-depth analysis of music theory principles. Students will develop critical thinking and problem-solving skills.,1,None
Music,MUSI 176,Principles of Musicology,Fundamental concepts and applications of musicology. Designed for students pursuing careers in related fields.,4,None
Music,MUSI 220,Intermediate Music History,Interdisciplinary approach to music history combining theoretical knowledge with practical problem-solving.,3,MUSI 101 or equivalent
Music,MUSI 283,Applied Performance,Comprehensive study of performance with emphasis on theoretical foundations and practical applications.,4,MUSI 177 or equivalent
Music,MUSI 340,Performance,Examination of key concepts and methodologies in performance. Includes hands-on experience and case studies.,3,MUSI 257 and junior standing
Music,MUSI 377,Advanced Music Technology,Interdisciplinary approach to music technology combining theoretical knowledge with practical problem-solving.,3,MUSI 221 and junior standing
Music,MUSI 325,Conducting,Rigorous treatment of conducting theory and applications with emphasis on research methodology.,1,MUSI 276 and junior standing
Music,MUSI 441,Special Topics in Music History,Interdisciplinary approach to music history combining theoretical knowledge with practical problem-solving.,4,MUSI 324 and senior standing or graduate status
Music,MUSI 451,Advanced Music Technology,Fundamental concepts and applications of music technology. Designed for students pursuing careers in related fields.,3,MUSI 323 and senior standing or graduate status
Music,MUSI 437,Graduate Music History,Comprehensive study of music history with emphasis on theoretical foundations and practical applications.,3,MUSI 331 and senior standing or graduate status
Liberal Studies,LIBS 106,Principles of Theory,Advanced exploration of theory covering current research and industry practices.,4,None
Liberal Studies,LIBS 151,Principles of Seminar,Advanced exploration of seminar covering current research and industry practices.,4,None
Liberal Studies,LIBS 209,Intermediate Theory,Interdisciplinary approach to theory combining theoretical knowledge with practical problem-solving.,3,LIBS 109 or equivalent
Liberal Studies,LIBS 216,Intermediate Theory,Examination of key concepts and methodologies in theory. Includes hands-on experience and case studies.,3,LIBS 193 or equivalent
Liberal Studies,LIBS 317,Workshop,Comprehensive study of workshop with emphasis on theoretical foundations and practical applications.,3,LIBS 234 and junior standing
Liberal Studies,LIBS 367,Research,In-depth analysis of research principles. Students will develop critical thinking and problem-solving skills.,3,LIBS 221 and junior standing
Liberal Studies,LIBS 386,Advanced Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,4,LIBS 224 and junior standing
Liberal Studies,LIBS 488,Graduate Research,Interdisciplinary approach to research combining theoretical knowledge with practical problem-solving.,3,LIBS 363 and senior standing or graduate status
Liberal Studies,LIBS 470,Advanced Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,1,LIBS 383 and senior standing or graduate status
Liberal Studies,LIBS 461,Graduate Workshop,Rigorous treatment of workshop theory and applications with emphasis on research methodology.,4,LIBS 329 and senior standing or graduate status
Liberal Studies,LIBS 601,Special Topics in Applications,Advanced exploration of applications covering current research and industry practices.,3,LIBS 301 and senior standing or graduate status
Liberal Studies,LIBS 657,Graduate Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,4,LIBS 398 and senior standing or graduate status
Environmental Studies,ENVS 131,Principles of Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,4,None
Environmental Studies,ENVS 132,Principles of Analysis,Interdisciplinary approach to analysis combining theoretical knowledge with practical problem-solving.,4,None
Environmental Studies,ENVS 276,Workshop,In-depth analysis of workshop principles. Students will develop critical thinking and problem-solving skills.,3,ENVS 197 or equivalent
Environmental Studies,ENVS 204,Applications,Rigorous treatment of applications theory and applications with emphasis on research methodology.,4,ENVS 170 or equivalent
Environmental Studies,ENVS 388,Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,4,ENVS 288 and junior standing
Environmental Studies,ENVS 338,Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,3,ENVS 272 and junior standing
Environmental Studies,ENVS 372,Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,3,ENVS 227 and junior standing
Environmental Studies,ENVS 400,Graduate Theory,Interdisciplinary approach to theory combining theoretical knowledge with practical problem-solving.,3,ENVS 338 and senior standing or graduate status
Environmental Studies,ENVS 477,Special Topics in Analysis,Interdisciplinary approach to analysis combining theoretical knowledge with practical problem-solving.,4,ENVS 390 and senior standing or graduate status
Environmental Studies,ENVS 467,Graduate Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,4,ENVS 364 and senior standing or graduate status
Environmental Studies,ENVS 762,Graduate Practice,Fundamental concepts and applications of practice. Designed for students pursuing careers in related fields.,3,ENVS 301 and senior standing or graduate status
Environmental Studies,ENVS 713,Special Topics in Workshop,Rigorous treatment of workshop theory and applications with emphasis on research methodology.,3,ENVS 330 and senior standing or graduate status
Policy Studies,POLS 176,Introduction to Workshop,In-depth analysis of workshop principles. Students will develop critical thinking and problem-solving skills.,3,None
Policy Studies,POLS 160,Introduction to Applications,In-depth analysis of applications principles. Students will develop critical thinking and problem-solving skills.,4,None
Policy Studies,POLS 218,Intermediate Workshop,Advanced exploration of workshop covering current research and industry practices.,3,POLS 128 or equivalent
Policy Studies,POLS 210,Applied Workshop,Comprehensive study of workshop with emphasis on theoretical foundations and practical applications.,1,POLS 137 or equivalent
Policy Studies,POLS 394,Methods,Rigorous treatment of methods theory and applications with emphasis on research methodology.,4,POLS 210 and junior standing
Policy Studies,POLS 333,Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,4,POLS 291 and junior standing
Policy Studies,POLS 304,Advanced Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,3,POLS 246 and junior standing
Policy Studies,POLS 453,Advanced Theory,Rigorous treatment of theory theory and applications with emphasis on research methodology.,4,POLS 326 and senior standing or graduate status
Policy Studies,POLS 493,Special Topics in Theory,In-depth analysis of theory principles. Students will develop critical thinking and problem-solving skills.,4,POLS 315 and senior standing or graduate status
Policy Studies,POLS 437,Graduate Analysis,Advanced exploration of analysis covering current research and industry practices.,2,POLS 337 and senior standing or graduate status
Policy Studies,POLS 794,Graduate Practice,Advanced exploration of practice covering current research and industry practices.,1,POLS 389 and senior standing or graduate status
Policy Studies,POLS 535,Advanced Applications,Interdisciplinary approach to applications combining theoretical knowledge with practical problem-solving.,3,POLS 305 and senior standing or graduate status
Policy Studies,POLS 515,Graduate Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,1,POLS 317 and senior standing or graduate status
Policy Studies,POLS 588,Advanced Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,3,POLS 306 and senior standing or graduate status
Policy Studies,POLS 796,Graduate Analysis,Rigorous treatment of analysis theory and applications with emphasis on research methodology.,3,POLS 303 and senior standing or graduate status
Global Health Technologies,GLHT 132,Introduction to Methods,Interdisciplinary approach to methods combining theoretical knowledge with practical problem-solving.,2,None
Global Health Technologies,GLHT 157,Fundamentals of Theory,Comprehensive study of theory with emphasis on theoretical foundations and practical applications.,4,None
Global Health Technologies,GLHT 224,Research,Rigorous treatment of research theory and applications with emphasis on research methodology.,3,GLHT 185 or equivalent
Global Health Technologies,GLHT 234,Applied Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,3,GLHT 167 or equivalent
Global Health Technologies,GLHT 364,Research,Rigorous treatment of research theory and applications with emphasis on research methodology.,4,GLHT 251 and junior standing
Global Health Technologies,GLHT 363,Theory,Rigorous treatment of theory theory and applications with emphasis on research methodology.,2,GLHT 261 and junior standing
Global Health Technologies,GLHT 376,Advanced Practice,Interdisciplinary approach to practice combining theoretical knowledge with practical problem-solving.,3,GLHT 223 and junior standing
Global Health Technologies,GLHT 415,Graduate Methods,Advanced exploration of methods covering current research and industry practices.,3,GLHT 328 and senior standing or graduate status
Global Health Technologies,GLHT 402,Special Topics in Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,3,GLHT 329 and senior standing or graduate status
Global Health Technologies,GLHT 448,Advanced Practice,Comprehensive study of practice with emphasis on theoretical foundations and practical applications.,4,GLHT 362 and senior standing or graduate status
Global Health Technologies,GLHT 571,Graduate Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,3,GLHT 376 and senior standing or graduate status
Global Health Technologies,GLHT 749,Graduate Analysis,Comprehensive study of analysis with emphasis on theoretical foundations and practical applications.,1,GLHT 316 and senior standing or graduate status
Global Health Technologies,GLHT 601,Graduate Methods,Examination of key concepts and methodologies in methods. Includes hands-on experience and case studies.,3,GLHT 334 and senior standing or graduate status
Sports Medicine,SMGT 107,Principles of Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,4,None
Sports Medicine,SMGT 180,Introduction to Workshop,Interdisciplinary approach to workshop combining theoretical knowledge with practical problem-solving.,4,None
Sports Medicine,SMGT 232,Applied Workshop,Interdisciplinary approach to workshop combining theoretical knowledge with practical problem-solving.,4,SMGT 196 or equivalent
Sports Medicine,SMGT 259,Intermediate Research,Examination of key concepts and methodologies in research. Includes hands-on experience and case studies.,4,SMGT 132 or equivalent
Sports Medicine,SMGT 361,Advanced Methods,Advanced exploration of methods covering current research and industry practices.,3,SMGT 237 and junior standing
Sports Medicine,SMGT 365,Research,Comprehensive study of research with emphasis on theoretical foundations and practical applications.,3,SMGT 276 and junior standing
Sports Medicine,SMGT 325,Analysis,Examination of key concepts and methodologies in analysis. Includes hands-on experience and case studies.,4,SMGT 205 and junior standing
Sports Medicine,SMGT 435,Graduate Theory,Comprehensive study of theory with emphasis on theoretical foundations and practical applications.,4,SMGT 352 and senior standing or graduate status
Sports Medicine,SMGT 490,Special Topics in Seminar,Comprehensive study of seminar with emphasis on theoretical foundations and practical applications.,3,SMGT 391 and senior standing or graduate status
Sports Medicine,SMGT 437,Graduate Seminar,Interdisciplinary approach to seminar combining theoretical knowledge with practical problem-solving.,2,SMGT 320 and senior standing or graduate status
Sports Medicine,SMGT 718,Graduate Workshop,Rigorous treatment of workshop theory and applications with emphasis on research methodology.,3,SMGT 328 and senior standing or graduate status
Sports Medicine,SMGT 539,Advanced Methods,Fundamental concepts and applications of methods. Designed for students pursuing careers in related fields.,4,SMGT 379 and senior standing or graduate status
Sports Medicine,SMGT 581,Special Topics in Workshop,Comprehensive study of workshop with emphasis on theoretical foundations and practical applications.,4,SMGT 319 and senior standing or graduate status
Sports Medicine,SMGT 668,Special Topics in Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,4,SMGT 362 and senior standing or graduate status
Visual and Dramatic Arts,VADA 180,Fundamentals of Methods,Rigorous treatment of methods theory and applications with emphasis on research methodology.,2,None
Visual and Dramatic Arts,VADA 127,Fundamentals of Analysis,Advanced exploration of analysis covering current research and industry practices.,4,None
Visual and Dramatic Arts,VADA 203,Workshop,Comprehensive study of workshop with emphasis on theoretical foundations and practical applications.,3,VADA 136 or equivalent
Visual and Dramatic Arts,VADA 201,Applications,Examination of key concepts and methodologies in applications. Includes hands-on experience and case studies.,3,VADA 182 or equivalent
Visual and Dramatic Arts,VADA 304,Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,3,VADA 258 and junior standing
Visual and Dramatic Arts,VADA 366,Advanced Workshop,Comprehensive study of workshop with emphasis on theoretical foundations and practical applications.,4,VADA 227 and junior standing
Visual and Dramatic Arts,VADA 385,Methods,Interdisciplinary approach to methods combining theoretical knowledge with practical problem-solving.,2,VADA 276 and junior standing
Visual and Dramatic Arts,VADA 416,Special Topics in Practice,Rigorous treatment of practice theory and applications with emphasis on research methodology.,4,VADA 300 and senior standing or graduate status
Kinesiology,KINE 145,Introduction to Theory,Rigorous treatment of theory theory and applications with emphasis on research methodology.,3,None
Kinesiology,KINE 192,Introduction to Methods,Interdisciplinary approach to methods combining theoretical knowledge with practical problem-solving.,4,None
Kinesiology,KINE 226,Intermediate Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,KINE 189 or equivalent
Kinesiology,KINE 218,Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,4,KINE 130 or equivalent
Kinesiology,KINE 395,Seminar,Rigorous treatment of seminar theory and applications with emphasis on research methodology.,2,KINE 278 and junior standing
Kinesiology,KINE 321,Analysis,Fundamental concepts and applications of analysis. Designed for students pursuing careers in related fields.,4,KINE 286 and junior standing
Kinesiology,KINE 384,Methods,Advanced exploration of methods covering current research and industry practices.,2,KINE 214 and junior standing
Kinesiology,KINE 483,Special Topics in Methods,Advanced exploration of methods covering current research and industry practices.,4,KINE 334 and senior standing or graduate status
Kinesiology,KINE 478,Graduate Applications,Advanced exploration of applications covering current research and industry practices.,3,KINE 385 and senior standing or graduate status
Kinesiology,KINE 444,Graduate Analysis,Rigorous treatment of analysis theory and applications with emphasis on research methodology.,3,KINE 326 and senior standing or graduate status
Kinesiology,KINE 752,Special Topics in Seminar,Rigorous treatment of seminar theory and applications with emphasis on research methodology.,3,KINE 388 and senior standing or graduate status
Kinesiology,KINE 760,Graduate Analysis,Rigorous treatment of analysis theory and applications with emphasis on research methodology.,3,KINE 350 and senior standing or graduate status
Kinesiology,KINE 592,Graduate Workshop,Interdisciplinary approach to workshop combining theoretical knowledge with practical problem-solving.,4,KINE 327 and senior standing or graduate status
Kinesiology,KINE 657,Special Topics in Applications,Interdisciplinary approach to applications combining theoretical knowledge with practical problem-solving.,3,KINE 326 and senior standing or graduate status
Education,EDUC 198,Fundamentals of Theory,Fundamental concepts and applications of theory. Designed for students pursuing careers in related fields.,4,None
Education,EDUC 149,Fundamentals of Applications,Interdisciplinary approach to applications combining theoretical knowledge with practical problem-solving.,3,None
Education,EDUC 295,Intermediate Methods,Comprehensive study of methods with emphasis on theoretical foundations and practical applications.,3,EDUC 108 or equivalent
Education,EDUC 204,Applied Workshop,Comprehensive study of workshop with emphasis on theoretical foundations and practical applications.,3,EDUC 163 or equivalent
Education,EDUC 312,Workshop,In-depth analysis of workshop principles. Students will develop critical thinking and problem-solving skills.,2,EDUC 201 and junior standing
Education,EDUC 316,Advanced Workshop,In-depth analysis of workshop principles. Students will develop critical thinking and problem-solving skills.,4,EDUC 247 and junior standing
Education,EDUC 308,Applications,Advanced exploration of applications covering current research and industry practices.,3,EDUC 249 and junior standing
Education,EDUC 412,Advanced Seminar,Comprehensive study of seminar with emphasis on theoretical foundations and practical applications.,3,EDUC 368 and senior standing or graduate status
Education,EDUC 429,Graduate Research,Interdisciplinary approach to research combining theoretical knowledge with practical problem-solving.,4,EDUC 346 and senior standing or graduate status
Education,EDUC 430,Special Topics in Theory,Interdisciplinary approach to theory combining theoretical knowledge with practical problem-solving.,3,EDUC 382 and senior standing or graduate status
Public Health,PBHL 175,Introduction to Practice,In-depth analysis of practice principles. Students will develop critical thinking and problem-solving skills.,3,None
Public Health,PBHL 157,Introduction to Research,Comprehensive study of research with emphasis on theoretical foundations and practical applications.,3,None
Public Health,PBHL 249,Applied Applications,Comprehensive study of applications with emphasis on theoretical foundations and practical applications.,3,PBHL 114 or equivalent
Public Health,PBHL 247,Applied Research,Fundamental concepts and applications of research. Designed for students pursuing careers in related fields.,3,PBHL 133 or equivalent
Public Health,PBHL 383,Advanced Methods,Advanced exploration of methods covering current research and industry practices.,3,PBHL 295 and junior standing
Public Health,PBHL 380,Applications,Fundamental concepts and applications of applications. Designed for students pursuing careers in related fields.,3,PBHL 214 and junior standing
Public Health,PBHL 349,Research,Rigorous treatment of research theory and applications with emphasis on research methodology.,4,PBHL 290 and junior standing
Public Health,PBHL 469,Special Topics in Methods,Interdisciplinary approach to methods combining theoretical knowledge with practical problem-solving.,4,PBHL 367 and senior standing or graduate status
Public Health,PBHL 434,Graduate Seminar,Examination of key concepts and methodologies in seminar. Includes hands-on experience and case studies.,3,PBHL 376 and senior standing or graduate status
Public Health,PBHL 449,Special Topics in Applications,Advanced exploration of applications covering current research and industry practices.,2,PBHL 338 and senior standing or graduate status
Public Health,PBHL 763,Graduate Methods,In-depth analysis of methods principles. Students will develop critical thinking and problem-solving skills.,4,PBHL 377 and senior standing or graduate status
Public Health,PBHL 630,Graduate Seminar,Comprehensive study of seminar with emphasis on theoretical foundations and practical applications.,4,PBHL 306 and senior standing or graduate status
